URL,Nom,Type,Departement,Ville,Cap été,Cap hiver,Cheminée,Bois,Eau,Couchage,Rando
Details,cabane roque,Cabane ouverte,Ariège,Sentein,4,4,,,,couchage à l'étage,pic de courbayran
Details,refuge du port de salau,Cabane ouverte,Catalonia,Alt,4,4,Oui,,,Bas flancs en béton,
Details,cabane d isarce,Cabane ouverte,Pyrénées-Atlantique,Asson,3,3,Oui,Oui,Oui,Lit,tour de l
Details,cabane de banciole,Cabane ouverte,Haute-Pyrénées,Arras-en-Lavedan,4,4,Oui,Oui,Oui,,cabaliros labasse
Details,cabane col de pailheres,Cabane ouverte,Ariège,Mijanès,4,4,,,,Sur le sol en béton direct,pic de tarbezou
Details,cabane des sarris,Cabane ouverte,Haute-Pyrénées,Villelongue,2,2,Oui,,,,pic des gahus
Details,bergerie de peyre nere,Cabane ouverte,Pyrénées-Atlantique,Louvie-Juzon,3,3,,Oui,Oui,pour 1 personne,durban le mail col de miramont
Details,bergerie de nabails,Cabane ouverte,Pyrénées-Atlantique,Asson,,,,,Oui,non,pic merdanson tour de la vath vielhe
Details,cabane de la portere,Cabane ouverte,Pyrénées-Atlantique,Asson,3,3,,,,non,merdanson
Details,abri du prat d ourey,Cabane ouverte,Haute-Pyrénées,Ségus,4,4,Oui,Oui,Oui,,prat d ourey
Details,cabane de barguerasses,Cabane ouverte,Ariège,Saint-Lary,2,2,,Oui,,Pas de bat-flanc pour la nuit,pic de la calabasse
Details,cabane llegunes gelat,Cabane ouverte,Ariège,Lassur,0,0,,,,"non, rien",rien
Details,cabane du besset,Cabane ouverte,Ariège,Bonac-Irazein,6,6,Oui,Oui,Oui,4 places en haut et 2 places e,gr10
Details,cabane esclots,Ruine,Ariège,Bordes-Uchentein,0,0,,,,,
Details,cabane d artigares,Cabane ouverte,Haute-Pyrénées,Villelongue,2,2,Oui,,Oui,,gahus gassiani
Details,cabane du lhiris ancienne,Cabane ouverte,Haute-Pyrénées,Asté,,,,,Oui,non,casque du lhiris
Details,cabane de mirabail,Cabane ouverte,Ariège,Aston,0,0,,,,,pic de cabaillere de mirabail de ransol
Details,cabane de la balmette,Cabane ouverte,Pyrénées-Orientales,Mosset,4,4,Oui,Oui,Oui,Oui,refuge de camporells pics peric lac des bouillouses
Details,orri de la jasse de gaberseil,"Orri, Toue, abri en pierre",Ariège,Ascou,3,0,,Oui,Oui,"rien, de la terre propre",tarbesou
Details,cabane de oratori col dolent,Cabane ouverte,Ariège,Larcat,2,2,Oui,Oui,,Bat-flanc 2 personnes,
Details,cabane de coumebieres,Cabane ouverte,Ariège,Aulus-les-Bains,4,4,Oui,Oui,,Grand bat-flanc avec 2 matelas,mont ceint pic rouge de bassies
Details,cabane ane labeilla,Cabane ouverte,Ariège,Aulus-les-Bains,3,3,,Oui,,bat-flanc en gros demi-rondins,mont ceint cabanatous etangs bassies et pic rouge
Details,cabane de la lude,Cabane férmée,Haute-Pyrénées,Saint-Lary-Soulan,0,0,,,,,tour du lac de l oule
Details,cabane eychouze,Cabane ouverte,Ariège,Orlu,8,8,Oui,Oui,Oui,2 bat-flanc superposés en bois,boucle naguilles enbeys pics eychounze et etang faury
Details,cabane de parau,Cabane ouverte,Ariège,Orlu,0,2,,,Oui,,etang naguilles
Details,abri de pierres estanys siscarro baix,Cabane ouverte,Andorre,Canillo,,,,,Oui,sol nu (rochers),
Details,abri pastoral el sola del cavaller,Cabane ouverte,Pyrénées-Orientales,Enveitg,3,3,Oui,Oui,Oui,1 sommier métallique double (r,triangle col de l
Details,cabane pleta serrera,Cabane ouverte,Andorre,Ordino,2,2,Oui,Oui,Oui,lits métalliques,serrere estanyo hrp
Details,pla de les pedres,Cabane ouverte,Andorre,Encamp,4,4,Oui,Oui,Oui,2 sommiers métalliques,
Details,cabane de cujalate,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Laruns,,,Oui,Oui,Oui,oui,pic de la marere pic permayou pic d isabe
Details,cabane du picourlet,Cabane ouverte,Haute-Pyrénées,Beaucens,4,4,Oui,non,Oui,,lac bleu depuis hautacam pic de leviste soum de lascours
Details,cabane boutas,Cabane ouverte,Ariège,Luzenac,6,6,Oui,Oui,Oui,un grand bat-flanc bois pour 6,tour des montagnes d ax pic d espaillat
Details,refugi de malniu,"Refuge gardé l'été, partie hivernal",Catalonia,Meranges,54,4,Oui,Oui,Oui,Béton/pierre dans la partie hi,puig pedros campcardos 2 915 m les etangs de malniu
Details,cabane du cap de la passade des agneres,Cabane férmée,Haute-Garonne,Saint-Paul-d'Oueil,,,,Non,Non,,grp tour d oueil larboust
Details,refuge forestiers les cases,Cabane ouverte,Catalonia,Guils de Cerdanya,,,,Oui,Oui,,
Details,refuge forestier de la cabanella,Cabane férmée,Catalonia,Ger,0,0,,,Oui,non,
Details,abri de pierre de la cabanella,Cabane ouverte,Catalonia,Ger,,6/8 (pas de porte...),Oui,,Oui,non,
Details,cabane cortal rousso,Cabane ouverte,Pyrénées-Orientales,Porté-Puymorens,4,4,,,,non,hrp pic coma d or
Details,abri forestier de nagot,Cabane ouverte,Ariège,Sem,4,4,Oui,Oui,Oui,Oui,gr10
Details,cabane de sauzet,Cabane ouverte,Ariège,Luzenac,4,4,Oui,Oui,Oui,deux bat-flanc superposés avec,tour des montagnes d ax pic d espaillat
Details,cabane ouderou,Cabane ouverte,Haute-Garonne,Bachos,4,4,Oui,Oui,Oui,,sommet ourderou raquettes
Details,orri de boutas,"Orri, Toue, abri en pierre",Ariège,Luzenac,0,0,,Oui,Oui,Par terre,pic espaillat
Details,cabane de cires,Cabane ouverte,Haute-Garonne,Cirès,2,2,,Oui,Oui,,pouy louby
Details,cabane d artigueluz,Cabane ouverte,Haute-Pyrénées,Hèches,?,3,Oui,Oui,,à l'étage sur plancher avec de,plo de berdaoulou
Details,cabane de la pleta de les escaldes,Cabane ouverte,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,3,3,Oui,Oui,Oui,non,coll roig carlit
Details,mallata la valle font blanca,Cabane ouverte,Aragon,Fanlo,4,4,Oui,Oui,Oui,"sol en terre, 4 places.",canyon anisclo col de goriz col d anisclo
Details,cabane cortalets,Cabane ouverte,Pyrénées-Orientales,Taurinya,4,4,Oui,Oui,Oui,,pic du canigou
Details,cabane d ardio,Cabane ouverte,Ariège,Ustou,4,4,Oui,,Oui,"oui, pour 3 personnes",pic soubirou gr10
Details,cabane de tessoula,Cabane ouverte mais ocupée par le berger l'été,Ariège,Perles-et-Castelet,2,2,Oui,Oui,Oui,Bas flancs,tour des montagnes d ax pic espaillat
Details,cabane des courades de bazus,Cabane ouverte,Haute-Pyrénées,Germs-sur-l'Oussouet,2,2,Oui,Oui,,Non,cuq cremail ou pic oussouet en hiver
Details,cabane de l embalse d ordizeto,Cabane ouverte,Aragon,Bielsa,3,3,Oui,Oui,Oui,Planches de bois par terre,fuelza suelsa pico de ordizeto
Details,orri pic de la lauzate,"Orri, Toue, abri en pierre",Ariège,Saint-Paul-de-Jarrat,0,0,,,,,mont fourcat
Details,cabane des gardes de traucadou,Cabane ouverte,Ariège,Montoulieu,6,6,Oui,Oui,Oui,couchage à l,bout de turon rocher de batail
Details,abri des campeilles,Cabane ouverte,Ariège,Quérigut,0,0,,,,,
Details,orri des pradettes,"Orri, Toue, abri en pierre",Ariège,Aston,0,0,Oui,Oui,Oui,,
Details,cabane bisort,Cabane ouverte,Ariège,Perles-et-Castelet,4,4,Oui,Oui,Oui,"Bas flancs 4 personnes, deux v",
Details,cabane du pas de crabe,Cabane ouverte,Ariège,Senconac,1,1,Oui,Oui,,un bat-flanc pour 1 personne r,pic han
Details,refuge d ordizeto ou urdicetou,Cabane ouverte,Aragon,Bielsa,24,24,Oui,,Oui,Oui,fuelza suelsa pico de ordizeto
Details,cabane de la borda,Cabane ouverte,Catalonia,Lladorre,3,3,Oui,Oui,Oui,,
Details,refuge forestier de verdun,Cabane ouverte,Ariège,Verdun,0,0,,Oui,,,pic du han mont fourcat
Details,cabane saube,Cabane ouverte,Ariège,Couflens,6,6,Oui,Oui,Oui,bat-flanc sur deux niveaux pou,pic arrech pic montagnoule cap ruhos sentier decouverte depuis salau
Details,cabane portella,Cabane ouverte,Andorre,Canillo,6,6,Oui,,Oui,2X2 sommiers métalliques,pic de la cabaneta 2818m
Details,cabane du fourquet,Cabane ouverte,Ariège,Verdun,2,2,Oui,Oui,,rien pour dormir,mont fourcat pic du han
Details,abri del ibonet de coronas,Cabane ouverte,Aragon,Benasque,3,0,,,,,pico araguells aneto coronas
Details,cabane des collets jaca dets clots,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Orientales,Fontpédrouse,2,2,,Oui,Oui,?,
Details,refuge de caillauas,Cabane ouverte,Haute-Pyrénées,Loudenvielle,4,0,Oui,,Oui,,
Details,cabane de la prade,Cabane ouverte,Haute-Pyrénées,Nistos,0,0,,,,NON,mont aspet pic douly
Details,refuge pastoral de mijanes,Cabane ouverte,Ariège,Mijanès,2,2,,,,un vieux matelas pour 2 sur pa,tarbezou
Details,cabane bousquet,Cabane ouverte,Aude,Le Bousquet,10,10,Oui,Oui,Oui,Bas Flancs,pic de madres et etangs de nohedes
Details,cabane cirerola,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Casteil,3,3,,Oui,Oui,,abbaye st martin canigou
Details,refuge fonts,Cabane ouverte,Andorre,La Massana,6,6,Oui,Oui,,,pic de les fonts 2748m
Details,orri de bousadus du haut,"Orri, Toue, abri en pierre",Ariège,Artigues,1,1,,,,,camisette roc blanc
Details,orri de joucarets,"Orri, Toue, abri en pierre",Ariège,Quérigut,1,1,,,,,
Details,cabane de caraussans,Cabane ouverte mais ocupée par le berger l'été,Ariège,Auzat,0,2,,,,deux bat-flancs avec matelas.,pic etang fourcat
Details,cabane de tabaniere,Cabane ouverte,Ariège,Aston,4,4,Oui,Oui,Oui,bat-flanc 4 personnes,balade vtt ou raquettes sur le pla du ffour
Details,cabane des maurets ou maourets,Cabane ouverte,Ariège,Couflens,0,0,Oui,,Oui,,pics soubirou arrech
Details,refuge forestier de honderia,Refuge gardé toute l'année,Catalonia,Canejan,,,Oui,Oui,Oui,,etangs de liat tuc des armeros gr211
Details,refuge non garde aterbea,Cabane ouverte,Pyrénées-Atlantique,Lecumberry,,,,,Oui,Oui,hrp gr 10 occabe
Details,cabane lasplanous,Cabane ouverte,Ariège,Sentein,4,4,Oui,,,En haut : plancher en bois pro,gr10 mail de bulard
Details,cabane de pierrefitte,Cabane ouverte,Ariège,Pech,0,0,,Oui,,,
Details,cabane d aixeques,Cabane ouverte,Pyrénées-Orientales,Fontpédrouse,2,2,Oui,Oui,Oui,terre batue,coll mitja gr10
Details,cabane du besset du bas,Cabane ouverte,Ariège,Larcat,0,4,Oui,,,4 places sur bas-flanc,pla du four raquettes ou vtt picd de beze
Details,cabane sarrouges ou de la fontaine de sarrouges,Cabane ouverte,Haute-Garonne,Juzet-de-Luchon,4,4,,,,Couchage à l'étage sur planche,tuc de poujastou
Details,cabane de millourtere,Cabane ouverte,Haute-Garonne,Montauban-de-Luchon,4,4,Oui,Oui,,Un petit bat-flanc en bois en,tuc de poujastou
Details,cabane de hours,Cabane ouverte,Haute-Garonne,Montauban-de-Luchon,4,4,Oui,Oui,Oui,Bat-flanc béton en bas avec 1,tuc de poujastou
